,Province_State,Date,Confirmed Cases,new_cases,Confirmed_Cases_log,7day_avg,14day_avg,21day_avg
1873,American Samoa,2021-04-19,0,0.0,0.0,0.0,0.0,0.0
30273,Oregon,2021-04-19,175592,471.0,12.075924096062849,677.43,604.57,544.19
34533,Tennessee,2021-04-19,835842,5358.0,13.636196075387328,1561.14,1344.29,1245.24
26723,North Carolina,2021-04-19,949366,5673.0,13.763550725700226,2043.57,1914.71,1834.9
8263,Florida,2021-04-19,2173138,4237.0,14.591683224058858,6756.0,6273.71,5988.52
33823,South Dakota,2021-04-19,121189,133.0,11.705114840962533,185.29,190.86,183.48
37373,Virgin Islands,2021-04-19,3041,13.0,8.020270472819238,5.14,6.86,6.38
453,Alabama,2021-04-19,522512,111.0,13.166405142894366,491.57,399.57,375.86
10393,Guam,2021-04-19,7879,10.0,8.972083182851925,5.29,4.0,3.57
34534,Tennessee,2021-04-20,836563,721.0,13.637058305747125,1456.0,1325.36,1239.71
21754,Montana,2021-04-20,107379,177.0,11.58412922397656,136.14,146.14,145.62
35244,Texas,2021-04-20,2859892,4840.0,14.866294769508755,3247.43,3473.0,3355.43
21044,Missouri,2021-04-20,584983,657.0,13.279339775412613,-663.29,-10.57,190.62
35954,Utah,2021-04-20,393272,315.0,12.882259306177806,375.0,389.86,387.86
6844,Diamond Princess,2021-04-20,49,0.0,3.912023005428146,0.0,0.0,0.0
11814,Idaho,2021-04-20,185465,238.0,12.13062685582055,222.14,234.5,256.62
40924,Wyoming,2021-04-20,57456,78.0,10.958792120937073,55.14,59.79,58.1
40214,Wisconsin,2021-04-20,652879,931.0,13.389148624143125,826.86,869.64,836.43
19624,Minnesota,2021-04-20,558850,1185.0,13.23363816920108,1920.86,2013.43,1950.9
10394,Guam,2021-04-20,7884,5.0,8.972717499397138,5.29,4.21,3.76
26724,North Carolina,2021-04-20,950566,1200.0,13.764813927642574,2020.14,1938.29,1826.81
27434,North Dakota,2021-04-20,106042,237.0,11.571599951213637,143.29,147.71,150.57
11104,Hawaii,2021-04-20,32867,44.0,10.400254819051078,95.29,98.43,105.38
2584,Arizona,2021-04-20,855155,702.0,13.65903918741615,615.57,691.07,670.33
28144,Northern Mariana Islands,2021-04-20,162,0.0,5.093750200806762,0.29,0.21,0.14
20334,Mississippi,2021-04-20,309585,362.0,12.642991200037027,249.86,231.71,225.1
3294,Arkansas,2021-04-20,333709,198.0,12.718027631326724,180.43,174.86,167.76
36664,Vermont,2021-04-20,22112,0.0,10.003920949857399,103.43,124.21,143.0
8974,Georgia,2021-04-20,1086473,1312.0,13.898448148341672,1404.14,1414.43,1368.19
38084,Virginia,2021-04-20,648347,1236.0,13.382182868218667,1348.14,1481.57,1447.9
13944,Iowa,2021-04-20,360784,439.0,12.796037492026992,435.0,444.79,477.52
6134,Delaware,2021-04-20,101707,160.0,11.52986124167643,367.43,350.07,339.71
25304,New Mexico,2021-04-20,195615,137.0,12.183908832828452,207.29,203.0,201.81
15364,Kentucky,2021-04-20,438147,604.0,12.990312031826768,571.29,593.29,574.95
31694,Puerto Rico,2021-04-20,124695,555.0,11.733634054168887,1047.0,1033.0,837.62
24594,New Jersey,2021-04-20,983875,2839.0,13.799255151833512,3422.0,3581.36,3749.1
17494,Maryland,2021-04-20,437584,925.0,12.989026251623066,1255.0,1323.5,1314.57
23884,New Hampshire,2021-04-20,92053,270.0,11.430130640361313,349.71,395.14,397.1
33114,South Carolina,2021-04-20,570606,574.0,13.25445598547458,925.43,914.5,949.38
454,Alabama,2021-04-20,523955,1443.0,13.169162990311898,493.14,488.64,427.38
5424,Connecticut,2021-04-20,332139,738.0,12.713311845760744,921.43,1029.29,1051.57
33824,South Dakota,2021-04-20,121360,171.0,11.70652485393573,172.29,191.43,184.05
1164,Alaska,2021-04-20,66479,109.0,11.10465642952933,163.29,171.29,170.38
9684,Grand Princess,2021-04-20,103,0.0,4.6443908991413725,0.0,0.0,0.0
29564,Oklahoma,2021-04-20,445725,75.0,13.007459692436267,263.29,398.79,304.05
23174,Nevada,2021-04-20,311314,381.0,12.648560540299355,365.57,404.43,372.38
13234,Indiana,2021-04-20,709455,676.0,13.472253758155318,1240.0,1229.64,1142.95
18204,Massachusetts,2021-04-20,675162,1188.0,13.42270942218419,1780.43,1938.5,2003.86
4714,Colorado,2021-04-20,493029,1963.0,13.1083253031004,1647.86,1626.79,1557.67
30274,Oregon,2021-04-20,176157,565.0,12.07913659857689,679.86,607.07,551.76
12524,Illinois,2021-04-20,1306787,2587.0,14.083082775930436,3055.57,3222.86,3085.43
16784,Maine,2021-04-20,57965,420.0,10.967611910745564,448.29,406.29,367.24
7554,District of Columbia,2021-04-20,46869,129.0,10.755133090916752,121.86,116.79,116.95
38794,Washington,2021-04-20,388718,1798.0,12.870611996530684,1380.29,1290.43,1213.48
28854,Ohio,2021-04-20,1056606,1799.0,13.870573388714067,1839.57,1986.14,1953.76
8264,Florida,2021-04-20,2178783,5645.0,14.594277480972863,6267.0,6280.07,6016.29
26014,New York,2021-04-20,2008514,4576.0,14.512906201013482,5895.14,6434.07,6817.38
39504,West Virginia,2021-04-20,149462,315.0,11.914804149542972,381.71,389.43,387.62
18914,Michigan,2021-04-20,889472,6601.0,13.698384431495796,6891.14,7382.07,7153.71
37374,Virgin Islands,2021-04-20,3041,0.0,8.020270472819238,5.14,6.86,6.38
32404,Rhode Island,2021-04-20,145358,392.0,11.886961823574733,369.14,414.93,409.19
1874,American Samoa,2021-04-20,0,0.0,0.0,0.0,0.0,0.0
30984,Pennsylvania,2021-04-20,1125221,5172.0,13.93349090748633,4598.86,4626.86,4510.33
4004,California,2021-04-20,3789134,2381.0,15.147648318819705,2458.14,2891.21,2847.43
22464,Nebraska,2021-04-20,217108,495.0,12.288154810557563,346.57,346.5,390.29
16074,Louisiana,2021-04-20,453711,360.0,13.025217914497786,490.29,482.57,442.71
14654,Kansas,2021-04-20,307816,0.0,12.637260729531024,221.86,215.93,208.24
28145,Northern Mariana Islands,2021-04-21,162,0.0,5.093750200806762,0.29,0.14,0.14
9685,Grand Princess,2021-04-21,103,0.0,4.6443908991413725,0.0,0.0,0.0
21045,Missouri,2021-04-21,585701,718.0,13.280566406789475,-678.71,-14.64,191.48
18915,Michigan,2021-04-21,895445,5973.0,13.705077197157157,6408.86,7139.5,7099.71
21755,Montana,2021-04-21,107537,158.0,11.585599552459652,129.43,143.64,142.14
28855,Ohio,2021-04-21,1058395,1789.0,13.872265112486248,1778.57,1966.5,1944.24
19625,Minnesota,2021-04-21,560450,1600.0,13.236497095728138,1907.0,1985.14,1948.62
34535,Tennessee,2021-04-21,837833,1270.0,13.638575269149543,1464.86,1309.14,1237.67
33825,South Dakota,2021-04-21,121517,157.0,11.707817678938035,162.57,181.57,178.95
31695,Puerto Rico,2021-04-21,125212,517.0,11.737771566123588,1053.71,1038.07,844.86
39505,West Virginia,2021-04-21,149888,426.0,11.917650299143244,383.57,393.86,388.1
35955,Utah,2021-04-21,393862,590.0,12.883758412076896,383.57,388.29,391.48
4005,California,2021-04-21,3791743,2609.0,15.148336629529586,2496.86,2902.93,2848.52
15365,Kentucky,2021-04-21,438927,780.0,12.992090669494726,572.14,576.21,573.86
23175,Nevada,2021-04-21,311750,436.0,12.649960071235615,371.43,415.79,380.38
22465,Nebraska,2021-04-21,217596,488.0,12.29040000710418,360.29,343.64,392.86
26015,New York,2021-04-21,2012806,4292.0,14.515040823224659,5642.57,6266.14,6650.86
38085,Virginia,2021-04-21,649608,1261.0,13.384125922413434,1342.43,1460.93,1458.67
33115,South Carolina,2021-04-21,571369,763.0,13.255792264775367,919.71,909.86,939.95
13235,Indiana,2021-04-21,710607,1152.0,13.473876220597445,1233.71,1225.36,1148.1
30985,Pennsylvania,2021-04-21,1129759,4538.0,13.937515778750173,4393.57,4622.29,4511.38
32405,Rhode Island,2021-04-21,145647,289.0,11.88894803074507,342.29,401.57,396.1
10395,Guam,2021-04-21,7897,13.0,8.974364841846596,6.57,4.93,4.29
37375,Virgin Islands,2021-04-21,3044,3.0,8.021256180143997,5.57,6.43,6.52
7555,District of Columbia,2021-04-21,46941,72.0,10.756668076081487,104.57,115.21,115.62
8265,Florida,2021-04-21,2184354,5571.0,14.596831148425343,6095.43,6257.64,6029.48
16785,Maine,2021-04-21,58465,500.0,10.97620066767855,441.57,413.43,379.1
14655,Kansas,2021-04-21,308399,583.0,12.639152920671311,216.14,219.71,212.33
27435,North Dakota,2021-04-21,106218,176.0,11.573258279509178,143.29,146.5,148.9
6845,Diamond Princess,2021-04-21,49,0.0,3.912023005428146,0.0,0.0,0.0
1875,American Samoa,2021-04-21,0,0.0,0.0,0.0,0.0,0.0
30275,Oregon,2021-04-21,177134,977.0,12.084667432703492,704.0,643.29,577.24
23885,New Hampshire,2021-04-21,92395,342.0,11.433838966649445,344.57,390.0,391.38
18205,Massachusetts,2021-04-21,676758,1596.0,13.425070506242939,1687.86,1870.36,1960.86
8975,Georgia,2021-04-21,1087791,1318.0,13.899660511650886,1344.57,1399.43,1344.9
13945,Iowa,2021-04-21,361423,639.0,12.797807063347056,432.57,471.0,477.19
25305,New Mexico,2021-04-21,195783,168.0,12.184767289702837,200.71,199.57,196.71
11105,Hawaii,2021-04-21,32938,71.0,10.402412645043732,95.29,98.07,104.0
2585,Arizona,2021-04-21,855804,649.0,13.659797825434348,648.43,683.86,666.33
6135,Delaware,2021-04-21,101993,286.0,11.532669267006824,354.0,353.64,342.43
24595,New Jersey,2021-04-21,987350,3475.0,13.802780878297016,3409.43,3526.5,3739.71
17495,Maryland,2021-04-21,438789,1205.0,12.991776217697822,1205.43,1304.5,1306.9
26725,North Carolina,2021-04-21,952529,1963.0,13.766876881549994,1963.57,1979.93,1828.43
5425,Connecticut,2021-04-21,332995,856.0,12.715885756878425,813.86,1016.29,1065.29
1165,Alaska,2021-04-21,66680,201.0,11.107675333752876,163.43,169.79,179.95
20335,Mississippi,2021-04-21,309818,233.0,12.643743534974556,243.86,229.07,222.48
36665,Vermont,2021-04-21,22238,126.0,10.00960278332483,107.14,128.29,141.1
29565,Oklahoma,2021-04-21,445963,238.0,13.00799351025558,247.86,289.79,296.33
40215,Wisconsin,2021-04-21,653670,791.0,13.39035944575918,796.57,859.14,839.48
455,Alabama,2021-04-21,524367,412.0,13.169949006889238,512.43,493.93,427.57
16075,Louisiana,2021-04-21,454377,666.0,13.026684729724053,529.14,480.14,449.71
3295,Arkansas,2021-04-21,334061,352.0,12.71908188347447,199.29,182.57,174.43
38795,Washington,2021-04-21,390214,1496.0,12.874453148256984,1410.71,1288.86,1225.14
12525,Illinois,2021-04-21,1309552,2765.0,14.085196415574028,2945.43,3149.64,3093.67
40925,Wyoming,2021-04-21,57518,62.0,10.9598706069865,55.86,58.43,57.52
11815,Idaho,2021-04-21,185759,294.0,12.132210796931718,201.71,230.57,248.71
35245,Texas,2021-04-21,2864319,4427.0,14.86784153266471,3350.0,3514.93,3448.05
4715,Colorado,2021-04-21,494521,1492.0,13.111346918438496,1528.71,1596.64,1544.76
22466,Nebraska,2021-04-22,217905,309.0,12.291819056120389,360.29,336.93,381.38
456,Alabama,2021-04-22,525049,682.0,13.17124877513414,549.71,509.5,437.29
4716,Colorado,2021-04-22,496882,2361.0,13.116109864890051,1652.0,1630.64,1580.81
33116,South Carolina,2021-04-22,572248,879.0,13.2573294903253,890.0,903.64,931.76
4006,California,2021-04-22,3793811,2068.0,15.14888187632527,2407.57,2851.29,2820.71
37376,Virgin Islands,2021-04-22,3068,24.0,8.029107054619736,5.71,6.93,6.52
13946,Iowa,2021-04-22,361900,477.0,12.799125972742269,432.43,460.43,464.9
5426,Connecticut,2021-04-22,333732,737.0,12.71809655106971,818.86,996.64,1012.57
34536,Tennessee,2021-04-22,839841,2008.0,13.640969057889274,1532.43,1348.29,1248.9
11106,Hawaii,2021-04-22,33035,97.0,10.405353154930607,95.57,96.29,103.24
30986,Pennsylvania,2021-04-22,1134321,4562.0,13.941545673580771,4328.29,4622.57,4541.52
35956,Utah,2021-04-22,394334,472.0,12.88495608082617,385.86,387.5,390.76
16786,Maine,2021-04-22,58868,403.0,10.983069915297433,416.29,419.43,384.76
3296,Arkansas,2021-04-22,334222,161.0,12.7195637138406,181.86,179.86,172.05
19626,Minnesota,2021-04-22,562420,1970.0,13.240005958753024,1798.57,1945.57,1940.62
28856,Ohio,2021-04-22,1060119,1724.0,13.87389266722793,1715.71,1893.79,1908.48
24596,New Jersey,2021-04-22,990580,3230.0,13.80604691865756,3305.43,3447.79,3626.57
11816,Idaho,2021-04-22,185993,234.0,12.13346969411052,205.14,225.14,242.67
6136,Delaware,2021-04-22,102267,274.0,11.535352097531785,336.0,347.36,337.1
31696,Puerto Rico,2021-04-22,126384,1172.0,11.747088082766872,1064.0,1044.57,876.38
25306,New Mexico,2021-04-22,195990,207.0,12.185824018791028,197.86,195.93,192.62
2586,Arizona,2021-04-22,856451,647.0,13.660553553144375,675.14,682.21,679.0
26726,North Carolina,2021-04-22,954765,2236.0,13.769221563261038,1935.29,1990.57,1838.38
38086,Virginia,2021-04-22,650981,1373.0,13.386237271038858,1336.43,1421.29,1437.14
15366,Kentucky,2021-04-22,439551,624.0,12.993511305377037,544.0,576.0,557.57
27436,North Dakota,2021-04-22,106385,167.0,11.574829268285043,143.57,144.36,146.95
17496,Maryland,2021-04-22,439992,1203.0,12.994514096676983,1171.0,1297.79,1288.76
14656,Kansas,2021-04-22,308405,6.0,12.63917237573498,216.71,218.57,211.57
33826,South Dakota,2021-04-22,121651,134.0,11.708919788684826,148.29,175.29,174.38
7556,District of Columbia,2021-04-22,47040,99.0,10.75877484084995,103.57,110.14,113.52
10396,Guam,2021-04-22,7909,12.0,8.9758830607617,7.57,5.64,4.71
40216,Wisconsin,2021-04-22,654510,840.0,13.391643670913549,761.71,839.5,838.19
21046,Missouri,2021-04-22,586510,809.0,13.281946702228007,-671.0,-13.43,196.67
39506,West Virginia,2021-04-22,150288,400.0,11.920315386103356,384.57,390.57,383.57
16076,Louisiana,2021-04-22,455000,623.0,13.02805489573287,503.43,492.57,453.86
38796,Washington,2021-04-22,391839,1625.0,12.878608872185994,1444.86,1330.5,1241.76
8266,Florida,2021-04-22,2191038,6684.0,14.599886418510467,6084.29,6168.0,6024.43
36666,Vermont,2021-04-22,22325,87.0,10.013507197574677,94.43,118.29,133.43
21756,Montana,2021-04-22,107718,181.0,11.587281263555301,127.86,140.57,142.52
18206,Massachusetts,2021-04-22,678386,1628.0,13.427473200540375,1617.14,1815.71,1907.0
23176,Nevada,2021-04-22,312278,528.0,12.651652297974714,368.43,425.93,388.86
12526,Illinois,2021-04-22,1312722,3170.0,14.08761416377764,2886.71,3109.0,3076.71
6846,Diamond Princess,2021-04-22,49,0.0,3.912023005428146,0.0,0.0,0.0
40926,Wyoming,2021-04-22,57613,95.0,10.961520872706322,58.57,57.93,58.29
35246,Texas,2021-04-22,2867748,3429.0,14.869037959438023,3402.71,3439.14,3368.48
1876,American Samoa,2021-04-22,0,0.0,0.0,0.0,0.0,0.0
28146,Northern Mariana Islands,2021-04-22,162,0.0,5.093750200806762,0.14,0.14,0.14
9686,Grand Princess,2021-04-22,103,0.0,4.6443908991413725,0.0,0.0,0.0
30276,Oregon,2021-04-22,178110,976.0,12.090162230424959,739.86,665.36,599.33
29566,Oklahoma,2021-04-22,446246,283.0,13.008627889364313,236.57,275.5,289.62
26016,New York,2021-04-22,2018044,5238.0,14.51763977895331,5386.71,6016.93,6463.62
32406,Rhode Island,2021-04-22,146028,381.0,11.891560511103107,326.86,392.43,389.52
1166,Alaska,2021-04-22,66909,229.0,11.111103711776863,168.43,169.86,171.95
13236,Indiana,2021-04-22,711787,1180.0,13.475535393247956,1206.0,1210.79,1146.38
18916,Michigan,2021-04-22,900956,5511.0,13.711212810701335,6168.86,6923.21,7024.14
20336,Mississippi,2021-04-22,310137,319.0,12.644772638696761,230.86,234.71,224.76
23886,New Hampshire,2021-04-22,92911,516.0,11.439408087611831,340.86,390.71,398.67
8976,Georgia,2021-04-22,1089497,1706.0,13.901227597660675,1359.71,1414.86,1358.29
33827,South Dakota,2021-04-23,121850,199.0,11.71055426583133,142.0,170.21,174.48
29567,Oklahoma,2021-04-23,446550,304.0,13.00930889450041,241.0,267.5,285.95
13237,Indiana,2021-04-23,712858,1071.0,13.477038923879416,1175.14,1191.64,1140.1
6137,Delaware,2021-04-23,102593,326.0,11.538534730476648,324.43,343.5,333.48
31697,Puerto Rico,2021-04-23,127450,1066.0,11.755487255987681,982.71,1017.86,889.43
8267,Florida,2021-04-23,2196502,5464.0,14.60237710820628,5822.57,6049.64,5975.57
27437,North Dakota,2021-04-23,106537,152.0,11.576257008002692,140.0,146.36,146.52
18207,Massachusetts,2021-04-23,680007,1621.0,13.429859841788968,1532.14,1766.36,1868.0
10397,Guam,2021-04-23,7911,2.0,8.976135873302548,7.43,5.57,4.71
21757,Montana,2021-04-23,107873,155.0,11.58871915835435,133.14,135.64,143.81
19627,Minnesota,2021-04-23,564584,2164.0,13.243846226967202,1781.0,1911.14,1922.9
38797,Washington,2021-04-23,393594,1755.0,12.883077740827517,1385.71,1342.86,1260.9
1167,Alaska,2021-04-23,67059,150.0,11.113343020020219,162.57,162.64,169.43
7557,District of Columbia,2021-04-23,47141,101.0,10.760919602403877,98.86,107.64,111.14
39507,West Virginia,2021-04-23,150693,405.0,11.923006569621583,374.57,385.29,382.86
21047,Missouri,2021-04-23,587348,838.0,13.283374470688226,-672.29,-9.14,200.81
5427,Connecticut,2021-04-23,334766,1034.0,12.721190046431236,814.86,941.43,990.95
20337,Mississippi,2021-04-23,310349,212.0,12.645455971841798,230.29,232.5,221.33
4717,Colorado,2021-04-23,498758,1876.0,13.119878292136182,1597.14,1626.36,1591.81
16787,Maine,2021-04-23,59239,371.0,10.989352268381735,387.71,414.64,383.33
9687,Grand Princess,2021-04-23,103,0.0,4.6443908991413725,0.0,0.0,0.0
37377,Virgin Islands,2021-04-23,3080,12.0,8.033009498596668,7.43,7.79,7.1
33117,South Carolina,2021-04-23,573225,977.0,13.259035333293351,849.71,890.21,914.0
34537,Tennessee,2021-04-23,841049,1208.0,13.642406390219929,1509.29,1354.57,1306.43
12527,Illinois,2021-04-23,1316091,3369.0,14.090177297238482,2815.71,3063.64,3083.1
23177,Nevada,2021-04-23,312840,562.0,12.653450353232623,372.14,420.57,399.33
35247,Texas,2021-04-23,2870407,2659.0,14.869964737910735,3329.43,3394.14,3382.48
26727,North Carolina,2021-04-23,956932,2167.0,13.771488657534924,1891.29,1966.14,1941.57
17497,Maryland,2021-04-23,441155,1163.0,12.99715383337381,1113.71,1249.43,1274.76
36667,Vermont,2021-04-23,22416,91.0,10.017574878573896,87.57,114.36,126.71
457,Alabama,2021-04-23,525477,428.0,13.172063603532203,550.57,517.36,438.62
4007,California,2021-04-23,3794879,1068.0,15.149163347758568,2119.14,2559.21,2638.57
26017,New York,2021-04-23,2022891,4847.0,14.52003872866449,5172.86,5744.43,6311.67
28857,Ohio,2021-04-23,1061907,1788.0,13.875577848029629,1685.0,1882.5,1913.76
11107,Hawaii,2021-04-23,33178,143.0,10.409672424652523,90.0,94.0,97.57
30987,Pennsylvania,2021-04-23,1138446,4125.0,13.945175610920996,4105.57,4540.86,4500.67
23887,New Hampshire,2021-04-23,93231,320.0,11.442846289382855,331.57,375.21,391.48
3297,Arkansas,2021-04-23,334458,236.0,12.720269580036486,181.71,184.0,176.43
28147,Northern Mariana Islands,2021-04-23,164,2.0,5.10594547390058,0.29,0.29,0.24
8977,Georgia,2021-04-23,1091339,1842.0,13.90291685696194,1387.14,1443.5,1370.67
14657,Kansas,2021-04-23,308883,478.0,12.640721080867218,210.86,222.14,212.1
24597,New Jersey,2021-04-23,993414,2834.0,13.80890378119913,3090.29,3350.71,3545.86
32407,Rhode Island,2021-04-23,146324,296.0,11.893585454159421,310.71,373.36,384.24
30277,Oregon,2021-04-23,179120,1010.0,12.09581683410654,784.86,698.71,624.14
2587,Arizona,2021-04-23,857347,896.0,13.661599182834696,682.43,653.21,676.9
15367,Kentucky,2021-04-23,440149,598.0,12.994870856889053,529.14,566.36,553.43
22467,Nebraska,2021-04-23,218197,292.0,12.293158186436258,343.57,330.21,331.33
6847,Diamond Princess,2021-04-23,49,0.0,3.912023005428146,0.0,0.0,0.0
40927,Wyoming,2021-04-23,57696,83.0,10.962960458076914,61.29,58.79,59.48
11817,Idaho,2021-04-23,186183,190.0,12.134490711024501,202.0,216.43,238.19
40217,Wisconsin,2021-04-23,655410,900.0,13.393017798749584,761.29,818.5,838.52
25307,New Mexico,2021-04-23,196221,231.0,12.18700195030635,193.29,203.79,193.76
35957,Utah,2021-04-23,394678,344.0,12.885828055269707,368.86,380.36,387.05
18917,Michigan,2021-04-23,906596,5640.0,13.717453308416568,5567.43,6695.07,6999.81
13947,Iowa,2021-04-23,362334,434.0,12.800324477240665,439.14,447.21,458.1
38087,Virginia,2021-04-23,652321,1340.0,13.388293584028267,1300.14,1406.86,1427.71
16077,Louisiana,2021-04-23,455541,541.0,13.029243197798035,512.29,478.79,479.62
1877,American Samoa,2021-04-23,0,0.0,0.0,0.0,0.0,0.0
4008,California,2021-04-24,3797227,2348.0,15.149781884817013,2051.43,2347.79,2664.24
32408,Rhode Island,2021-04-24,146324,0.0,11.893585454159421,310.71,373.36,384.24
35958,Utah,2021-04-24,395150,472.0,12.887023249314469,377.29,385.0,388.24
8978,Georgia,2021-04-24,1092852,1513.0,13.904302265890546,1364.57,1439.43,1389.14
21758,Montana,2021-04-24,108048,175.0,11.590340106917656,137.0,136.14,143.48
1168,Alaska,2021-04-24,67059,0.0,11.113343020020219,162.57,162.64,169.43
38798,Washington,2021-04-24,395312,1718.0,12.88743313515941,1394.71,1363.0,1281.38
4718,Colorado,2021-04-24,500675,1917.0,13.12371446427527,1663.86,1659.43,1608.29
5428,Connecticut,2021-04-24,334766,0.0,12.721190046431236,814.86,941.43,990.95
3298,Arkansas,2021-04-24,334642,184.0,12.720819570933653,176.43,184.93,174.86
36668,Vermont,2021-04-24,22479,63.0,10.020381304007627,87.14,108.14,122.57
458,Alabama,2021-04-24,525898,421.0,13.172864458073441,538.14,522.14,442.05
18918,Michigan,2021-04-24,911800,5204.0,13.723177043492615,5442.86,6528.29,6805.14
13238,Indiana,2021-04-24,713959,1101.0,13.478582217343444,978.29,1173.29,1142.57
1878,American Samoa,2021-04-24,0,0.0,0.0,0.0,0.0,0.0
16078,Louisiana,2021-04-24,455541,0.0,13.029243197798035,512.29,478.79,479.62
30278,Oregon,2021-04-24,179930,810.0,12.10032872304801,775.57,703.21,640.48
40928,Wyoming,2021-04-24,57696,0.0,10.962960458076914,61.29,58.79,59.48
20338,Mississippi,2021-04-24,310349,0.0,12.645455971841798,188.57,215.5,207.52
29568,Oklahoma,2021-04-24,446550,0.0,13.00930889450041,241.0,267.5,285.86
23178,Nevada,2021-04-24,312840,0.0,12.653450353232623,372.14,366.86,377.33
6848,Diamond Princess,2021-04-24,49,0.0,3.912023005428146,0.0,0.0,0.0
28148,Northern Mariana Islands,2021-04-24,164,0.0,5.10594547390058,0.29,0.29,0.24
18208,Massachusetts,2021-04-24,681570,1563.0,13.432155706643739,1474.29,1713.71,1825.62
23888,New Hampshire,2021-04-24,93542,311.0,11.44617650260651,323.29,364.0,385.43
26018,New York,2021-04-24,2027029,4138.0,14.52208222552195,4822.57,5504.64,6139.43
9688,Grand Princess,2021-04-24,103,0.0,4.6443908991413725,0.0,0.0,0.0
24598,New Jersey,2021-04-24,996197,2783.0,13.811701311990314,2927.57,3292.43,3466.71
12528,Illinois,2021-04-24,1318998,2907.0,14.092383673549051,2774.71,3012.0,3086.33
7558,District of Columbia,2021-04-24,47219,78.0,10.762572810639504,91.43,104.07,108.9
40218,Wisconsin,2021-04-24,656061,651.0,13.394010575655352,730.29,797.14,831.95
26728,North Carolina,2021-04-24,956932,0.0,13.771488657534924,1891.29,1966.14,1941.57
21048,Missouri,2021-04-24,588133,785.0,13.284710092073981,653.0,-0.93,211.52
28858,Ohio,2021-04-24,1063433,1526.0,13.87701385245831,1619.14,1845.21,1877.24
17498,Maryland,2021-04-24,442351,1196.0,12.999861224207969,1070.29,1221.71,1271.0
14658,Kansas,2021-04-24,308883,0.0,12.640721080867218,210.86,222.14,212.1
33828,South Dakota,2021-04-24,121986,136.0,11.711669760660703,132.86,162.93,172.62
15368,Kentucky,2021-04-24,440631,482.0,12.995965338947304,513.43,565.07,548.81
2588,Arizona,2021-04-24,858076,729.0,13.662449118033129,718.0,646.79,678.0
38088,Virginia,2021-04-24,653326,1005.0,13.389833048614053,1214.0,1357.21,1402.14
27438,North Dakota,2021-04-24,106656,119.0,11.577373357001106,137.14,139.64,146.62
31698,Puerto Rico,2021-04-24,128459,1009.0,11.763372850811784,965.43,1018.71,907.24
10398,Guam,2021-04-24,7915,4.0,8.976641306722456,7.14,5.71,4.71
6138,Delaware,2021-04-24,102927,334.0,11.541784993650781,307.14,337.43,326.19
25308,New Mexico,2021-04-24,196221,0.0,12.18700195030635,193.29,203.79,193.76
39508,West Virginia,2021-04-24,151068,375.0,11.925491965067923,364.43,379.57,379.14
30988,Pennsylvania,2021-04-24,1142516,4070.0,13.948744281289686,3947.57,4489.5,4432.9
35248,Texas,2021-04-24,2872756,2349.0,14.870782753806495,3383.43,3371.79,3406.57
19628,Minnesota,2021-04-24,566687,2103.0,13.247564166708525,1735.86,1886.43,1924.76
8268,Florida,2021-04-24,2203913,7411.0,14.605745428529941,5978.0,6085.71,6041.95
37378,Virgin Islands,2021-04-24,3080,0.0,8.033009498596668,7.43,7.79,7.1
33118,South Carolina,2021-04-24,574226,1001.0,13.260780067507177,852.57,889.5,902.48
22468,Nebraska,2021-04-24,218580,383.0,12.294911934204187,326.14,326.43,333.81
16788,Maine,2021-04-24,59612,373.0,10.995628950073925,381.86,419.07,387.71
13948,Iowa,2021-04-24,362729,395.0,12.801414034836402,423.43,421.86,453.43
34538,Tennessee,2021-04-24,841049,0.0,13.642406390219929,1509.29,1354.57,1306.43
11818,Idaho,2021-04-24,186183,0.0,12.134490711024501,202.0,216.43,238.19
11108,Hawaii,2021-04-24,33229,51.0,10.41120836134864,83.14,89.57,94.67
6139,Delaware,2021-04-25,103222,295.0,11.544646975415223,294.86,332.29,326.0
8979,Georgia,2021-04-25,1093768,916.0,13.90514008793165,1356.57,1426.86,1391.14
27439,North Dakota,2021-04-25,106688,32.0,11.577673339191913,133.43,138.79,145.24
8269,Florida,2021-04-25,2208584,4671.0,14.607862596939396,5669.0,6025.07,6036.1
35249,Texas,2021-04-25,2873995,1239.0,14.87121395383169,3345.71,3358.43,3417.62
1169,Alaska,2021-04-25,67059,0.0,11.113343020020219,162.57,162.64,169.43
30279,Oregon,2021-04-25,180700,770.0,12.104599010599317,797.0,723.71,658.0
13949,Iowa,2021-04-25,362924,195.0,12.80195148032963,410.0,421.79,455.33
16789,Maine,2021-04-25,59776,164.0,10.99837625057064,355.86,415.43,381.48
25309,New Mexico,2021-04-25,196221,0.0,12.18700195030635,193.29,203.79,193.76
2589,Arizona,2021-04-25,858737,661.0,13.663219148621936,710.86,655.43,687.38
11109,Hawaii,2021-04-25,33351,122.0,10.414873019560632,84.71,91.71,95.9
20339,Mississippi,2021-04-25,310349,0.0,12.645455971841798,166.14,207.14,202.9
24599,New Jersey,2021-04-25,997891,1694.0,13.813400333004914,2719.71,3171.5,3366.48
33119,South Carolina,2021-04-25,574985,759.0,13.262100971656988,815.14,878.14,938.62
40219,Wisconsin,2021-04-25,656526,465.0,13.394719099068931,711.57,786.57,823.76
6849,Diamond Princess,2021-04-25,49,0.0,3.912023005428146,0.0,0.0,0.0
23889,New Hampshire,2021-04-25,93821,279.0,11.449154649071565,319.29,354.79,379.76
