,Province_State,Date,Confirmed Cases,new_cases,Confirmed_Cases_log,7day_avg,14day_avg,21day_avg
908,Alaska,2020-08-07,4335,70.0,8.374707543119483,88.43,110.0,106.24
32858,South Carolina,2020-08-07,98219,1422.0,11.494965139593235,1314.71,1400.86,1531.38
16528,Maine,2020-08-07,4016,17.0,8.298290634359283,14.86,18.5,18.1
17238,Maryland,2020-08-07,93806,801.0,11.448994759075541,780.0,860.0,830.24
25048,New Mexico,2020-08-07,21965,192.0,9.997251082348292,195.0,249.29,262.33
21498,Montana,2020-08-07,4757,155.0,8.467582690862903,113.14,122.79,113.86
28598,Ohio,2020-08-07,98675,1204.0,11.499597034758896,1073.71,1209.21,1256.9
4458,Colorado,2020-08-07,49893,457.0,10.817656034029183,440.57,493.79,502.33
33568,South Dakota,2020-08-07,9371,98.0,9.145481799627687,86.71,83.64,75.33
27178,North Dakota,2020-08-07,7327,150.0,8.899457906353966,122.57,122.36,120.71
25758,New York,2020-08-07,422479,578.0,12.953897387380815,619.29,637.29,663.24
13688,Iowa,2020-08-07,48040,481.0,10.779810091963949,469.57,471.86,482.71
31438,Puerto Rico,2020-08-07,8230,406.0,9.015662792972645,319.0,245.43,236.1
3748,California,2020-08-07,553552,7694.0,13.224112780837556,6675.0,7439.86,8169.62
6588,Diamond Princess,2020-08-07,49,0.0,3.912023005428146,0.0,0.0,0.0
37118,Virgin Islands,2020-08-07,522,21.0,6.259581464064923,16.57,12.14,12.33
40668,Wyoming,2020-08-07,3000,47.0,8.006700845440367,39.14,42.5,44.33
39248,West Virginia,2020-08-07,7452,174.0,8.916371914881694,124.71,128.5,127.1
18658,Michigan,2020-08-07,95470,814.0,11.466577815431828,699.43,742.71,708.43
10848,Hawaii,2020-08-07,3115,201.0,8.044305406990638,143.43,111.86,84.81
22918,Nevada,2020-08-07,54533,976.0,10.906579639346825,920.71,974.86,1011.33
24338,New Jersey,2020-08-07,186640,407.0,12.13694226458923,383.86,450.57,400.29
15108,Kentucky,2020-08-07,33796,542.0,10.42812732013549,520.71,561.71,580.52
15818,Louisiana,2020-08-07,128746,1500.0,11.765604517283636,1780.86,1786.57,1912.19
38538,Washington,2020-08-07,62583,897.0,11.044264933364916,713.86,765.21,788.62
27888,Northern Mariana Islands,2020-08-07,47,1.0,3.871201010907891,0.71,0.64,0.48
5878,Delaware,2020-08-07,15445,80.0,9.64510534912921,93.86,88.79,100.38
9428,Grand Princess,2020-08-07,103,0.0,4.6443908991413725,0.0,0.0,0.0
34278,Tennessee,2020-08-07,118782,2432.0,11.685053578028139,1831.86,2121.71,2141.1
12268,Illinois,2020-08-07,191808,2103.0,12.164255364209625,1670.43,1579.43,1490.43
19368,Minnesota,2020-08-07,59185,545.0,10.988440306418273,674.57,692.64,674.86
20078,Mississippi,2020-08-07,65436,1036.0,11.088843126705,955.57,1132.21,1171.76
26468,North Carolina,2020-08-07,136862,1786.0,11.826735704476679,1597.71,1753.0,1817.33
8008,Florida,2020-08-07,518075,7686.0,13.157877228626283,6812.71,8268.79,9087.33
5168,Connecticut,2020-08-07,50320,75.0,10.82617776399085,72.86,110.29,115.57
23628,New Hampshire,2020-08-07,6779,37.0,8.821732380934442,28.0,28.86,29.24
12978,Indiana,2020-08-07,72254,1239.0,11.18795680773243,871.43,832.57,830.52
14398,Kansas,2020-08-07,30132,520.0,10.313376195704071,395.71,398.5,416.38
2328,Arizona,2020-08-07,185053,1397.0,12.128402953360203,1577.57,2053.71,2215.71
30018,Oregon,2020-08-07,20635,411.0,9.93479240236454,306.14,323.64,325.38
35698,Utah,2020-08-07,43375,460.0,10.677661571738447,454.14,458.07,514.43
39958,Wisconsin,2020-08-07,58768,989.0,10.98136978397784,832.57,846.5,869.57
8718,Georgia,2020-08-07,209004,4109.0,12.250113454105763,3236.0,3398.86,3514.86
34988,Texas,2020-08-07,495960,7919.0,13.114252573583382,7897.0,8199.86,8465.95
7298,District of Columbia,2020-08-07,12589,71.0,9.440658127038393,66.14,67.14,70.19
37828,Virginia,2020-08-07,97882,2015.0,11.491528166862148,1142.0,1108.43,1069.0
22208,Nebraska,2020-08-07,28104,283.0,10.243702775436175,270.43,280.71,273.48
1618,American Samoa,2020-08-07,0,0.0,0.0,0.0,0.0,0.0
2329,Arizona,2020-08-08,186107,1054.0,12.134082429347453,1300.71,1861.86,2135.33
3749,California,2020-08-08,561811,8259.0,13.238922553338721,6624.86,7454.64,8155.9
6589,Diamond Princess,2020-08-08,49,0.0,3.912023005428146,0.0,0.0,0.0
8009,Florida,2020-08-08,526577,8502.0,13.174154747731462,6649.86,8004.71,9000.38
22919,Nevada,2020-08-08,55419,886.0,10.922695818416969,906.43,971.64,997.24
24339,New Jersey,2020-08-08,187033,393.0,12.13904569749162,382.14,439.43,405.24
39959,Wisconsin,2020-08-08,59933,1165.0,11.000999235760204,847.29,861.64,878.48
29309,Oklahoma,2020-08-08,43080,825.0,10.670837343628586,764.14,928.5,858.24
39249,West Virginia,2020-08-08,7563,111.0,8.931155429778348,117.86,127.71,127.1
13689,Iowa,2020-08-08,48535,495.0,10.790061069622134,463.14,474.93,486.76
10849,Hawaii,2020-08-08,3346,231.0,8.115819701211327,164.14,123.29,94.86
37119,Virgin Islands,2020-08-08,528,6.0,6.270988431858299,15.29,12.57,11.67
25759,New York,2020-08-08,423177,698.0,12.955548173297839,611.14,632.86,657.0
37829,Virginia,2020-08-08,99189,1307.0,11.50479248174004,1198.29,1112.86,1086.48
27179,North Dakota,2020-08-08,7508,181.0,8.923857580099885,129.43,126.57,123.86
14399,Kansas,2020-08-08,30445,313.0,10.3237099016192,407.86,388.36,416.76
21499,Montana,2020-08-08,4889,132.0,8.494947582468917,115.43,116.43,115.14
30019,Oregon,2020-08-08,21010,375.0,9.95280138908905,313.29,322.71,326.71
909,Alaska,2020-08-08,4420,85.0,8.394121193826242,78.86,107.71,106.71
25049,New Mexico,2020-08-08,22115,150.0,10.004056607457823,188.43,237.64,256.14
34989,Texas,2020-08-08,502563,6603.0,13.127478273989446,7967.71,7982.86,8331.05
30729,Pennsylvania,2020-08-08,122238,820.0,11.713733423738613,741.86,819.07,856.24
10139,Guam,2020-08-08,412,1.0,6.023447592961033,7.57,5.36,4.62
4459,Colorado,2020-08-08,50324,431.0,10.826257250507993,436.71,466.79,501.71
12979,Indiana,2020-08-08,73287,1033.0,11.202152163695045,880.71,840.5,839.67
15819,Louisiana,2020-08-08,128746,0.0,11.765604517283636,1780.86,1786.57,1912.19
18659,Michigan,2020-08-08,96191,721.0,11.474101473112647,694.14,754.93,707.29
15109,Kentucky,2020-08-08,34578,782.0,10.451001840369164,550.71,558.14,590.19
26469,North Carolina,2020-08-08,138227,1365.0,11.836659774714507,1592.43,1721.43,1796.81
31439,Puerto Rico,2020-08-08,8573,343.0,9.056489647157923,290.0,252.21,243.43
1619,American Samoa,2020-08-08,0,0.0,0.0,0.0,0.0,0.0
8719,Georgia,2020-08-08,213427,4423.0,12.271054818239831,3345.0,3445.64,3502.24
20079,Mississippi,2020-08-08,66646,1210.0,11.107165313341005,966.43,1118.93,1180.95
28599,Ohio,2020-08-08,99969,1294.0,11.512625419961227,1126.0,1198.93,1245.14
19369,Minnesota,2020-08-08,60101,916.0,11.00379839783982,701.86,700.71,696.71
38539,Washington,2020-08-08,63189,606.0,11.053901339767501,710.43,751.43,773.0
40669,Wyoming,2020-08-08,3015,15.0,8.011686729127847,35.14,40.64,43.19
20789,Missouri,2020-08-08,58964,150.0,10.98469932652407,909.43,1209.29,1204.57
17949,Massachusetts,2020-08-08,114050,182.0,11.644400995758268,294.57,296.86,280.57
12269,Illinois,2020-08-08,193998,2190.0,12.175608283393005,1749.14,1634.0,1533.95
36409,Vermont,2020-08-08,1454,6.0,7.282761179605593,4.71,4.14,5.52
199,Alabama,2020-08-08,99854,959.0,11.511474412702913,1365.0,1547.57,1603.48
3039,Arkansas,2020-08-08,48811,772.0,10.79573146325173,805.43,773.57,775.14
5879,Delaware,2020-08-08,15502,57.0,9.648788832566362,89.29,94.79,98.71
5169,Connecticut,2020-08-08,50320,0.0,10.82617776399085,72.86,110.29,115.57
11559,Idaho,2020-08-08,24497,572.0,10.10634676054763,483.86,476.5,485.43
17239,Maryland,2020-08-08,94581,775.0,11.457222462093977,745.14,823.36,827.38
16529,Maine,2020-08-08,4028,12.0,8.301273485191347,13.0,17.0,18.24
32149,Rhode Island,2020-08-08,19738,0.0,9.890351653142988,102.29,108.14,92.62
34279,Tennessee,2020-08-08,120585,1803.0,11.700118470301204,1771.57,2127.79,2107.1
9429,Grand Princess,2020-08-08,103,0.0,4.6443908991413725,0.0,0.0,0.0
32859,South Carolina,2020-08-08,99460,1241.0,11.507520886511369,1265.86,1389.43,1516.57
35699,Utah,2020-08-08,43751,376.0,10.686292605026608,435.57,437.71,496.14
27889,Northern Mariana Islands,2020-08-08,47,0.0,3.871201010907891,0.71,0.64,0.48
22209,Nebraska,2020-08-08,28245,141.0,10.24870713362901,264.86,275.0,274.48
33569,South Dakota,2020-08-08,9477,106.0,9.156728602527533,87.14,83.71,76.9
7299,District of Columbia,2020-08-08,12653,64.0,9.44572864970683,64.0,66.86,69.48
23629,New Hampshire,2020-08-08,6818,39.0,8.827468112520654,29.14,28.79,30.0
34280,Tennessee,2020-08-09,122712,2127.0,11.717603574557007,1869.29,2055.43,2123.67
26470,North Carolina,2020-08-09,139040,813.0,11.842524132648268,1512.86,1665.86,1772.62
32150,Rhode Island,2020-08-09,19738,0.0,9.890351653142988,102.29,108.14,92.62
20790,Missouri,2020-08-09,60307,1343.0,11.007220043898808,1021.43,1221.43,1230.71
37830,Virginia,2020-08-09,100086,897.0,11.513795086739586,1186.29,1108.5,1078.86
12270,Illinois,2020-08-09,195380,1382.0,12.182706777424976,1736.57,1622.64,1553.81
15110,Kentucky,2020-08-09,34982,404.0,10.462617508188442,542.43,564.29,562.9
14400,Kansas,2020-08-09,30644,199.0,10.330224795919833,396.43,382.5,411.81
1620,American Samoa,2020-08-09,0,0.0,0.0,0.0,0.0,0.0
31440,Puerto Rico,2020-08-09,8934,361.0,9.097731427593528,299.86,264.14,244.9
9430,Grand Princess,2020-08-09,103,0.0,4.6443908991413725,0.0,0.0,0.0
23630,New Hampshire,2020-08-09,6835,17.0,8.829958044235482,28.71,28.5,30.1
25050,New Mexico,2020-08-09,22315,200.0,10.01305918896542,185.57,233.79,254.48
18660,Michigan,2020-08-09,96726,535.0,11.479647856532509,709.71,718.93,707.52
15820,Louisiana,2020-08-09,131399,2653.0,11.786001385032646,1664.57,1701.79,1890.14
5880,Delaware,2020-08-09,15575,73.0,9.653486547052035,89.43,91.79,97.9
17240,Maryland,2020-08-09,95503,922.0,11.46692341040843,747.0,839.64,827.24
21500,Montana,2020-08-09,4952,63.0,8.507748732588238,108.43,115.07,115.19
12980,Indiana,2020-08-09,74328,1041.0,11.216256464110744,924.43,854.0,845.57
27890,Northern Mariana Islands,2020-08-09,48,1.0,3.8918202981106265,0.57,0.64,0.52
4460,Colorado,2020-08-09,50660,336.0,10.832911662800246,419.0,451.71,500.86
10140,Guam,2020-08-09,418,6.0,6.037870919922137,7.14,5.79,4.9
32860,South Carolina,2020-08-09,100435,975.0,11.517275987707487,1235.29,1374.0,1449.95
7300,District of Columbia,2020-08-09,12753,100.0,9.453600226875217,68.43,69.5,71.05
34990,Texas,2020-08-09,507929,5366.0,13.138098921790387,8278.86,8090.0,8203.57
30730,Pennsylvania,2020-08-09,123016,778.0,11.720077836186356,758.71,816.21,856.52
30020,Oregon,2020-08-09,21272,262.0,9.965193941972107,310.71,322.43,318.71
910,Alaska,2020-08-09,4523,103.0,8.41715183723601,72.86,98.57,106.0
24340,New Jersey,2020-08-09,187399,366.0,12.14100064878646,384.29,427.43,423.05
28600,Ohio,2020-08-09,100848,879.0,11.521379627616787,1116.71,1198.21,1234.1
33570,South Dakota,2020-08-09,9605,128.0,9.17014318222477,92.86,86.43,80.9
29310,Oklahoma,2020-08-09,43566,486.0,10.682055262024345,763.0,877.21,871.43
39960,Wisconsin,2020-08-09,60554,621.0,11.011307321955151,804.29,837.64,868.52
39250,West Virginia,2020-08-09,7695,132.0,8.948455992345542,119.57,129.0,128.81
3040,Arkansas,2020-08-09,49383,572.0,10.807381764073732,796.14,768.57,769.29
22210,Nebraska,2020-08-09,28432,187.0,10.255305721413517,247.14,272.43,278.52
16530,Maine,2020-08-09,4044,16.0,8.305236829492593,12.29,16.43,17.0
200,Alabama,2020-08-09,101466,1612.0,11.52748890144728,1429.71,1537.0,1606.33
17950,Massachusetts,2020-08-09,114152,102.0,11.645294932821532,291.86,293.93,280.95
22920,Nevada,2020-08-09,56230,811.0,10.937223485229126,860.71,956.21,974.52
37120,Virgin Islands,2020-08-09,528,0.0,6.270988431858299,15.29,12.57,11.67
36410,Vermont,2020-08-09,1459,5.0,7.286191714702382,4.71,4.21,5.19
8010,Florida,2020-08-09,532806,6229.0,13.18591453626015,6524.86,7782.21,8702.81
40670,Wyoming,2020-08-09,3050,35.0,8.02322468471667,34.57,41.07,44.0
11560,Idaho,2020-08-09,24675,178.0,10.113586390329528,509.29,464.07,466.71
10850,Hawaii,2020-08-09,3498,152.0,8.160232492367689,179.43,129.64,100.81
2330,Arizona,2020-08-09,186923,816.0,12.138457396114607,1208.0,1779.21,2061.86
38540,Washington,2020-08-09,63769,580.0,11.063038139309317,714.57,745.0,762.76
27180,North Dakota,2020-08-09,7596,88.0,8.935508711503221,133.71,122.86,122.71
35700,Utah,2020-08-09,44127,376.0,10.694849780593028,421.71,439.57,476.67
20080,Mississippi,2020-08-09,67173,527.0,11.115041546882377,945.71,1072.79,1168.33
19370,Minnesota,2020-08-09,60898,797.0,11.016972033201926,707.29,696.07,699.71
6590,Diamond Princess,2020-08-09,49,0.0,3.912023005428146,0.0,0.0,0.0
8720,Georgia,2020-08-09,216596,3169.0,12.285793763037598,3345.57,3474.5,3498.43
13690,Iowa,2020-08-09,48919,384.0,10.797941589801109,456.57,468.71,481.24
5170,Connecticut,2020-08-09,50320,0.0,10.82617776399085,72.86,110.29,115.57
3750,California,2020-08-09,569169,7358.0,13.251934438257196,6880.29,7505.29,8185.14
25760,New York,2020-08-09,423751,574.0,12.95690365742967,614.14,629.0,653.67
30731,Pennsylvania,2020-08-10,123636,620.0,11.725105131959442,764.86,805.64,850.81
911,Alaska,2020-08-10,4589,66.0,8.431635303054591,71.14,95.07,102.52
24341,New Jersey,2020-08-10,187705,306.0,12.142632187966738,384.0,413.93,426.19
34281,Tennessee,2020-08-10,123914,1202.0,11.727351125664715,1896.86,1958.93,2102.86
40671,Wyoming,2020-08-10,3042,-8.0,8.02059914989697,27.71,37.29,40.71
2331,Arizona,2020-08-10,187523,600.0,12.141662116201301,1146.57,1692.57,2016.19
4461,Colorado,2020-08-10,51038,378.0,10.840345325350247,438.57,462.36,498.67
29311,Oklahoma,2020-08-10,43963,397.0,10.69112639618879,765.86,805.57,882.24
14401,Kansas,2020-08-10,31169,525.0,10.347211372761382,391.0,383.14,405.38
3751,California,2020-08-10,580665,11496.0,13.27193099962019,7864.86,7891.5,8285.62
36411,Vermont,2020-08-10,1462,3.0,7.288244401020124,5.0,4.29,4.86
5881,Delaware,2020-08-10,15634,59.0,9.65726726989194,82.71,87.71,95.71
1621,American Samoa,2020-08-10,0,0.0,0.0,0.0,0.0,0.0
18661,Michigan,2020-08-10,97306,580.0,11.485626208032405,704.57,723.79,710.05
20081,Mississippi,2020-08-10,67649,476.0,11.122102633598933,932.0,1062.0,1131.43
35701,Utah,2020-08-10,44390,263.0,10.700792025170644,408.71,427.21,469.71
9431,Grand Princess,2020-08-10,103,0.0,4.6443908991413725,0.0,0.0,0.0
13691,Iowa,2020-08-10,49165,246.0,10.80295760667994,465.71,462.07,467.71
28601,Ohio,2020-08-10,101731,883.0,11.530097183478548,1109.71,1182.43,1217.29
33571,South Dakota,2020-08-10,9663,58.0,9.176162920174596,91.86,87.07,81.9
16531,Maine,2020-08-10,4051,7.0,8.306965865368573,11.57,15.64,16.19
31441,Puerto Rico,2020-08-10,9319,385.0,9.139917907679637,315.14,278.79,252.76
25051,New Mexico,2020-08-10,22444,129.0,10.018823151216033,187.71,210.14,249.0
6591,Diamond Princess,2020-08-10,49,0.0,3.912023005428146,0.0,0.0,0.0
37121,Virgin Islands,2020-08-10,547,19.0,6.306275286948016,15.43,13.07,11.57
39251,West Virginia,2020-08-10,7757,62.0,8.956479847999912,111.29,125.57,127.29
10851,Hawaii,2020-08-10,3638,140.0,8.19946419761216,170.0,137.64,106.9
22921,Nevada,2020-08-10,56972,742.0,10.950332750382355,824.71,938.64,964.71
27891,Northern Mariana Islands,2020-08-10,48,0.0,3.8918202981106265,0.43,0.57,0.52
38541,Washington,2020-08-10,64260,491.0,11.070708194329034,687.57,718.5,746.19
3041,Arkansas,2020-08-10,50028,645.0,10.820358116275292,775.86,755.79,766.71
22211,Nebraska,2020-08-10,28696,264.0,10.264547866667387,248.57,271.21,278.52
201,Alabama,2020-08-10,102391,925.0,11.536563863535628,1412.71,1509.64,1578.81
11561,Idaho,2020-08-10,25104,429.0,10.130822308468806,490.57,458.0,468.38
17951,Massachusetts,2020-08-10,114532,380.0,11.648618270059007,291.71,293.57,285.1
25761,New York,2020-08-10,424272,521.0,12.958132394944604,604.29,620.86,646.38
17241,Maryland,2020-08-10,96258,755.0,11.474797754272078,730.57,813.0,836.81
7301,District of Columbia,2020-08-10,12807,54.0,9.45782525467655,70.57,67.79,69.9
37831,Virginia,2020-08-10,100749,663.0,11.52039747980893,1091.86,1048.36,1065.43
12271,Illinois,2020-08-10,196699,1319.0,12.18943500437715,1739.57,1628.93,1560.81
5171,Connecticut,2020-08-10,50567,247.0,10.831074244152134,72.14,113.14,119.62
23631,New Hampshire,2020-08-10,6840,5.0,8.830689198760998,25.71,28.5,28.14
8721,Georgia,2020-08-10,219025,2429.0,12.29694572321299,3370.0,3441.57,3497.29
8011,Florida,2020-08-10,536961,4155.0,13.193682607486217,6439.57,7443.86,8407.95
19371,Minnesota,2020-08-10,61516,618.0,11.027068838361103,708.0,693.79,686.14
26471,North Carolina,2020-08-10,140375,1335.0,11.85207981579097,1477.86,1614.86,1745.0
12981,Indiana,2020-08-10,74992,664.0,11.225150054829287,937.0,863.21,846.95
34991,Texas,2020-08-10,513939,6010.0,13.149861806106138,7811.86,8058.57,8069.29
39961,Wisconsin,2020-08-10,61061,507.0,11.019645020419986,819.0,831.71,859.19
32861,South Carolina,2020-08-10,101159,724.0,11.524458700783901,1172.57,1338.71,1414.95
27181,North Dakota,2020-08-10,7713,117.0,8.950792138768174,132.57,123.36,123.19
32151,Rhode Island,2020-08-10,19934,196.0,9.900232259815455,98.29,101.36,96.67
20791,Missouri,2020-08-10,61325,1018.0,11.023959175557131,1014.14,1201.36,1248.62
15111,Kentucky,2020-08-10,35254,272.0,10.470362642153141,535.14,547.71,563.81
10141,Guam,2020-08-10,418,0.0,6.037870919922137,6.14,4.93,4.71
30021,Oregon,2020-08-10,21488,216.0,9.97529645528256,303.14,314.29,316.24
15821,Louisiana,2020-08-10,131961,562.0,11.790269281335577,1587.86,1574.57,1765.19
21501,Montana,2020-08-10,5017,65.0,8.520786726926367,112.0,116.93,114.14
27892,Northern Mariana Islands,2020-08-11,49,1.0,3.912023005428146,0.43,0.64,0.57
12272,Illinois,2020-08-11,198248,1549.0,12.197279095348181,1750.71,1662.86,1589.71
9432,Grand Princess,2020-08-11,103,0.0,4.6443908991413725,0.0,0.0,0.0
37832,Virginia,2020-08-11,101745,996.0,11.530234790492791,1070.57,1053.64,1065.43
7302,District of Columbia,2020-08-11,12896,89.0,9.464750005164392,71.14,67.93,69.95
17952,Massachusetts,2020-08-11,114839,307.0,11.651295134235001,289.29,290.07,285.86
5882,Delaware,2020-08-11,15699,65.0,9.6614159913364,80.29,87.36,93.0
20792,Missouri,2020-08-11,62445,1120.0,11.042057462261363,996.71,1159.36,1248.71
17242,Maryland,2020-08-11,96843,585.0,11.480856715444723,712.71,808.5,823.71
10142,Guam,2020-08-11,434,16.0,6.075346031088684,6.43,5.93,5.1
30732,Pennsylvania,2020-08-11,124454,818.0,11.731699483766496,762.14,786.21,840.76
11562,Idaho,2020-08-11,25598,494.0,10.150308567204695,480.29,455.57,465.48
36412,Vermont,2020-08-11,1472,10.0,7.29505641646263,5.86,4.79,5.05
32862,South Carolina,2020-08-11,102130,971.0,11.534011581966489,1134.29,1287.21,1371.1
5172,Connecticut,2020-08-11,50684,117.0,10.8333852878165,82.0,114.79,123.24
35702,Utah,2020-08-11,44752,362.0,10.708913760562126,406.43,421.21,463.81
202,Alabama,2020-08-11,103485,1094.0,11.547191616837848,1432.57,1484.79,1565.95
39962,Wisconsin,2020-08-11,61785,724.0,11.031432080565523,818.43,829.0,840.48
4462,Colorado,2020-08-11,51441,403.0,10.848210238404517,435.29,437.64,494.38
34282,Tennessee,2020-08-11,124915,1001.0,11.735396790391233,1782.0,1847.93,2046.24
14402,Kansas,2020-08-11,31454,285.0,10.35631323200413,381.71,385.64,405.95
32152,Rhode Island,2020-08-11,20053,119.0,9.90618391408387,94.71,94.86,98.43
12982,Indiana,2020-08-11,75862,870.0,11.236684360994033,943.86,870.29,854.57
1622,American Samoa,2020-08-11,0,0.0,0.0,0.0,0.0,0.0
21502,Montana,2020-08-11,5104,87.0,8.537975730598767,112.86,116.43,113.95
34992,Texas,2020-08-11,522215,8276.0,13.165836574379467,7436.43,8023.57,8068.95
19372,Minnesota,2020-08-11,61839,323.0,11.032305683261304,668.14,682.71,684.86
912,Alaska,2020-08-11,4650,61.0,8.444837529224097,70.0,89.93,99.95
20082,Mississippi,2020-08-11,68293,644.0,11.131577193969443,870.57,1014.86,1084.24
30022,Oregon,2020-08-11,21774,286.0,9.988517801720704,296.43,311.86,315.95
8722,Georgia,2020-08-11,222588,3563.0,12.313082300609759,3520.0,3395.43,3504.76
2332,Arizona,2020-08-11,188737,1214.0,12.14811508893128,1176.0,1628.79,1907.33
23632,New Hampshire,2020-08-11,6861,21.0,8.833754223418396,24.0,25.79,28.52
26472,North Carolina,2020-08-11,141736,1361.0,11.861728506625932,1497.0,1597.21,1722.43
18662,Michigan,2020-08-11,98213,907.0,11.49490405037241,719.71,732.5,721.62
3042,Arkansas,2020-08-11,50411,383.0,10.827984520957383,718.57,730.71,750.29
3752,California,2020-08-11,590902,10237.0,13.289407154322063,8446.14,7907.5,8193.71
22922,Nevada,2020-08-11,57520,548.0,10.959905377501109,763.0,898.86,952.0
29312,Oklahoma,2020-08-11,44728,765.0,10.708377339816602,752.14,782.36,876.29
10852,Hawaii,2020-08-11,3756,118.0,8.231376045573969,166.43,142.79,111.33
8012,Florida,2020-08-11,542792,5831.0,13.20448331076537,6494.57,7201.07,8236.1
39252,West Virginia,2020-08-11,7879,122.0,8.972083182851925,117.14,125.64,128.9
15822,Louisiana,2020-08-11,133125,1164.0,11.799051327154704,1237.71,1577.64,1740.1
16532,Maine,2020-08-11,4052,1.0,8.307212626628308,10.71,15.29,15.67
24342,New Jersey,2020-08-11,188184,479.0,12.145180800512799,396.29,409.07,432.29
6592,Diamond Princess,2020-08-11,49,0.0,3.912023005428146,0.0,0.0,0.0
40672,Wyoming,2020-08-11,3073,31.0,8.03073492409854,27.0,34.57,39.76
25762,New York,2020-08-11,424854,582.0,12.959503213222032,597.0,626.36,640.76
25052,New Mexico,2020-08-11,22643,199.0,10.02765019515655,186.14,203.71,244.1
31442,Puerto Rico,2020-08-11,9605,286.0,9.17014318222477,313.14,287.14,254.76
13692,Iowa,2020-08-11,49521,356.0,10.810172294265048,470.0,470.93,466.67
37122,Virgin Islands,2020-08-11,576,29.0,6.3578422665081,16.14,14.36,12.95
22212,Nebraska,2020-08-11,29030,334.0,10.276119503549053,264.57,276.64,278.1
33572,South Dakota,2020-08-11,9713,50.0,9.18132342290569,90.57,87.21,80.67
28602,Ohio,2020-08-11,102826,1095.0,11.5408032434322,1102.86,1166.36,1219.57
27182,North Dakota,2020-08-11,7885,172.0,8.972844314437573,136.0,124.57,127.52
38542,Washington,2020-08-11,64800,540.0,11.079076314320059,666.86,701.5,740.48
15112,Kentucky,2020-08-11,35793,539.0,10.485535560577354,513.71,548.71,558.71
26473,North Carolina,2020-08-12,143513,1777.0,11.87418787039866,1471.86,1555.29,1690.29
16533,Maine,2020-08-12,4070,18.0,8.31164394850298,10.86,14.57,16.57
4463,Colorado,2020-08-12,51756,315.0,10.85431496768052,395.43,425.71,478.95
34993,Texas,2020-08-12,528743,6528.0,13.17825966176051,6862.71,7727.64,7831.0
1623,American Samoa,2020-08-12,0,0.0,0.0,0.0,0.0,0.0
34283,Tennessee,2020-08-12,126393,1478.0,11.747159291213805,1756.43,1826.5,1998.86
32153,Rhode Island,2020-08-12,20129,76.0,9.909966518633837,92.57,94.93,98.43
31443,Puerto Rico,2020-08-12,10169,564.0,9.227197489042606,355.0,319.21,278.05
28603,Ohio,2020-08-12,104248,1422.0,11.554537547288902,1134.71,1168.21,1214.57
6593,Diamond Princess,2020-08-12,49,0.0,3.912023005428146,0.0,0.0,0.0
25763,New York,2020-08-12,425318,464.0,12.960594754591375,594.14,618.64,636.38
10853,Hawaii,2020-08-12,3958,202.0,8.28374674710613,170.71,149.5,120.14
3753,California,2020-08-12,599216,8314.0,13.303379081944241,8813.86,7731.57,8037.43
30733,Pennsylvania,2020-08-12,125342,888.0,11.738809258389312,785.71,793.57,846.0
33573,South Dakota,2020-08-12,9815,102.0,9.191768986390747,92.43,83.86,82.76
22213,Nebraska,2020-08-12,29244,214.0,10.283463897877127,250.71,273.0,274.19
20793,Missouri,2020-08-12,64019,1574.0,11.066950813523855,1057.29,1145.21,1262.33
17243,Maryland,2020-08-12,97384,541.0,11.486427473664,708.29,792.79,819.62
38543,Washington,2020-08-12,65439,639.0,11.088888971276628,639.43,692.0,736.05
5883,Delaware,2020-08-12,15765,66.0,9.665611001619853,67.0,83.07,93.95
40673,Wyoming,2020-08-12,3086,13.0,8.034955024502159,23.29,32.71,38.0
7303,District of Columbia,2020-08-12,12959,63.0,9.469622969906265,73.71,68.57,68.1
21503,Montana,2020-08-12,5268,164.0,8.569595870209286,119.86,113.71,116.95
15823,Louisiana,2020-08-12,134304,1179.0,11.807868611900213,1194.43,1537.93,1664.29
22923,Nevada,2020-08-12,58048,528.0,10.969042760448804,745.71,874.43,923.38
12273,Illinois,2020-08-12,199893,1645.0,12.205542505030529,1734.43,1680.71,1591.33
8723,Georgia,2020-08-12,226153,3565.0,12.328971462125205,3491.43,3416.43,3516.71
39253,West Virginia,2020-08-12,8018,139.0,8.989569004807029,122.29,124.36,133.62
2333,Arizona,2020-08-12,189443,706.0,12.151848745319727,1034.29,1512.14,1849.24
203,Alabama,2020-08-12,104219,734.0,11.554259328463205,1270.86,1397.64,1505.95
20083,Mississippi,2020-08-12,69374,1081.0,11.147281851048735,847.14,969.29,1062.05
27183,North Dakota,2020-08-12,7970,85.0,8.983565234427923,130.43,124.5,123.95
39963,Wisconsin,2020-08-12,62263,478.0,11.039138688639223,760.43,801.0,829.33
25053,New Mexico,2020-08-12,22816,173.0,10.035261151145571,178.57,191.43,237.52
13693,Iowa,2020-08-12,49973,452.0,10.819258149163396,448.14,453.57,465.0
5173,Connecticut,2020-08-12,50706,22.0,10.83381924711004,68.71,83.29,118.24
37123,Virgin Islands,2020-08-12,639,63.0,6.461468176353717,22.57,18.14,15.19
15113,Kentucky,2020-08-12,36945,1152.0,10.517212666118583,600.57,587.0,590.71
23633,New Hampshire,2020-08-12,6887,26.0,8.837536046107568,24.0,26.71,28.19
29313,Oklahoma,2020-08-12,45398,670.0,10.723245357355136,690.57,769.64,861.9
12983,Indiana,2020-08-12,76522,660.0,11.245346628222164,935.29,873.07,849.95
